"DOBorough","PUBorough","tip_amount","total_amount","trip_distance","PUMonth","fare_amount","payment_type","percent_tip"
"Manhattan","Manhattan",4.5,26.9,3.8,"Jul",18.4,1,16.728624535316
"Manhattan","Manhattan",1.61,16.31,0.8,"May",10.7,1,9.87124463519313
"Brooklyn","Queens",14.62,88.97,18.71,"Feb",71.6,1,16.4325053388783
"Brooklyn","Manhattan",3.98,23.88,2.63,"May",14.9,1,16.6666666666667
"Manhattan","Manhattan",2.65,15.95,0.6,"May",9.3,1,16.6144200626959
"Manhattan","Manhattan",4.48,26.88,2.32,"Oct",18.4,1,16.6666666666667
"Manhattan","Manhattan",2,14.6,1.1,"Jul",8.6,1,13.6986301369863
"Manhattan","Manhattan",3.42,20.52,1.98,"Oct",12.1,1,16.6666666666667
"Manhattan","Manhattan",1.89,14.49,0.73,"Dec",8.6,1,13.0434782608696
"Manhattan","Manhattan",3,18,1.27,"Mar",10,1,16.6666666666667
"Manhattan","Manhattan",1,11.5,0.9,"Mar",6.5,1,8.69565217391304
"Brooklyn","Queens",10.24,63.19,10.77,"Nov",42.2,1,16.2050957429973
"Manhattan","Manhattan",4.82,28.92,2.43,"Nov",19.1,1,16.6666666666667
"Manhattan","Manhattan",0,18.9,1.86,"Oct",14.9,1,0
"Manhattan","Unknown",5.4,32.4,2.96,"Jan",20.5,1,16.6666666666667
"Manhattan","Manhattan",4.1,24.8,2.1,"Jun",14.2,1,16.5322580645161
"Manhattan","Manhattan",6.55,39.45,2.3,"Dec",28.9,1,16.6032953105196
"Manhattan","Manhattan",3.7,22.3,1.6,"Sep",12.1,1,16.5919282511211
"Manhattan","Manhattan",3.42,20.52,1.93,"Jul",12.1,1,16.6666666666667
"Manhattan","Manhattan",4.48,26.88,3.09,"Jan",18.4,1,16.6666666666667
"Manhattan","Manhattan",4.4,26.4,2.88,"Nov",17,1,16.6666666666667
"Manhattan","Manhattan",2.3,13.8,0.62,"Apr",6.5,1,16.6666666666667
"Manhattan","Manhattan",2.42,18.52,1.61,"Nov",12.1,1,13.0669546436285
"Brooklyn","Queens",20.07,88.72,14.17,"Dec",60.4,1,22.62173128945
"Manhattan","Manhattan",3.78,22.68,2.05,"Sep",14.9,1,16.6666666666667
"Manhattan","Manhattan",1,18.2,1.18,"Mar",10.7,1,5.49450549450549
"Manhattan","Manhattan",3.42,20.52,1.89,"Jan",12.1,1,16.6666666666667
"Manhattan","Manhattan",5.85,35.25,3.1,"Jun",25.4,1,16.5957446808511
"Manhattan","Manhattan",3.75,18.85,0.9,"Mar",8.6,1,19.893899204244
"Manhattan","Manhattan",7.98,39.88,4.58,"Apr",25.4,1,20.0100300902708
"Manhattan","Manhattan",1.96,11.76,0.7,"Nov",5.8,1,16.6666666666667
"Brooklyn","Queens",13.85,83.1,15.9,"Jul",66,1,16.6666666666667
"Manhattan","Manhattan",2,29.6,4.67,"Dec",22.6,1,6.75675675675676
"Manhattan","Manhattan",1.5,14.1,0.11,"Oct",8.6,1,10.6382978723404
"Manhattan","Manhattan",5.4,32.3,2.8,"May",21.9,1,16.71826625387
"Manhattan","Manhattan",4.72,23.62,1.87,"Jun",14.9,1,19.9830651989839
"Manhattan","Manhattan",2.1,10.5,0.5,"Jun",4.4,1,20
"Manhattan","Manhattan",2.38,14.28,0.35,"Jan",7.9,1,16.6666666666667
"Manhattan","Queens",5,67.3,9.3,"Jul",45,1,7.4294205052006
"Manhattan","Manhattan",2.31,17.71,0.7,"Apr",11.4,1,13.0434782608696
"Unknown","Manhattan",2.7,16.4,0.8,"Aug",7.2,1,16.4634146341463
"Manhattan","Manhattan",5.67,24.57,2.05,"Jan",14.9,1,23.0769230769231
"Manhattan","Manhattan",3.22,19.32,0.5,"Nov",12.1,1,16.6666666666667
"Manhattan","Manhattan",2.55,15.45,0.8,"Jun",7.9,1,16.504854368932
"Manhattan","Manhattan",5.26,31.56,1.34,"Jun",19.8,1,16.6666666666667
"Manhattan","Manhattan",2,15,0.64,"Oct",6.5,1,13.3333333333333
"Manhattan","Manhattan",2.85,17.15,1.8,"Aug",9.3,1,16.6180758017493
"Manhattan","Manhattan",4.2,25.2,1.6,"Nov",17,1,16.6666666666667
"Manhattan","Manhattan",5.46,23.66,2.34,"Aug",14.2,1,23.0769230769231
"Manhattan","Queens",14,84,9.85,"May",52.7,1,16.6666666666667
"Manhattan","Manhattan",1.3,14.6,0.8,"May",9.3,1,8.9041095890411
"Queens","Manhattan",11.07,66.41,9.48,"Dec",39.4,1,16.6691763288661
"Manhattan","Manhattan",3.3,19.8,1.6,"Feb",10,1,16.6666666666667
"Manhattan","Manhattan",1.5,11.6,0.4,"Apr",5.1,1,12.9310344827586
"Unknown","Unknown",8.66,53.71,10.56,"May",40.8,1,16.1236268851238
"Manhattan","Manhattan",5.1,30.6,2.46,"Nov",20.5,1,16.6666666666667
"Manhattan","Manhattan",0,28.7,3.96,"Aug",24.7,1,0
"Manhattan","Manhattan",2.1,12.6,0.78,"Oct",6.5,1,16.6666666666667
"Manhattan","Manhattan",1.5,14.5,0.6,"Dec",6.5,1,10.3448275862069
"Manhattan","Manhattan",3.22,19.32,1.98,"Jan",12.1,1,16.6666666666667
"Manhattan","Manhattan",2.73,11.83,0.52,"Mar",5.1,1,23.0769230769231
"Manhattan","Manhattan",3.02,18.12,0.66,"Jul",8.6,1,16.6666666666667
"Manhattan","Manhattan",1,22.7,2,"Nov",17.7,1,4.40528634361234
"Manhattan","Manhattan",1,29,5,"Mar",24,1,3.44827586206897
"Brooklyn","Manhattan",5,60.7,9.39,"Oct",49.2,1,8.23723228995058
"Manhattan","Manhattan",2.35,14.25,0.9,"Oct",7.9,1,16.4912280701754
"Manhattan","Queens",18.5,94.25,22.22,"Aug",70,1,19.6286472148541
"Manhattan","Manhattan",6.64,39.84,5.85,"May",28.2,1,16.6666666666667
"Manhattan","Manhattan",4,19.1,1.2,"Feb",8.6,1,20.9424083769633
"Manhattan","Manhattan",2.15,12.95,0.7,"May",5.8,1,16.6023166023166
"Manhattan","Manhattan",3.72,22.32,1.55,"Dec",12.1,1,16.6666666666667
"Manhattan","Manhattan",4.45,22.25,1.99,"May",12.8,1,20
"Manhattan","Manhattan",5,12.7,0.19,"Dec",3.7,1,39.3700787401575
"Manhattan","Manhattan",2.9,14.4,0.7,"Jan",6.5,1,20.1388888888889
"Manhattan","Manhattan",2,26.2,1.15,"May",17.7,1,7.63358778625954
"Manhattan","Manhattan",2.1,12.6,0.75,"Feb",6.5,1,16.6666666666667
"Manhattan","Manhattan",1.3,16,1.98,"Apr",10.7,1,8.125
"Manhattan","Manhattan",4.48,26.88,3.3,"Sep",18.4,1,16.6666666666667
"Manhattan","Manhattan",3,28.9,2.93,"Nov",21.9,1,10.3806228373702
"Manhattan","Manhattan",9.8,49,2.34,"Jun",35.2,1,20
"Manhattan","Manhattan",5.88,25.48,1.6,"Oct",15.6,1,23.0769230769231
"Manhattan","Manhattan",3.6,21.8,2.1,"Oct",14.2,1,16.5137614678899
"Manhattan","Manhattan",6.22,37.32,4.81,"Apr",26.1,1,16.6666666666667
"Manhattan","Manhattan",2.86,17.16,1.48,"Jul",9.3,1,16.6666666666667
"Manhattan","Manhattan",2,42.6,7.87,"Feb",36.6,1,4.69483568075117
"Unknown","Unknown",3.58,21.48,1.5,"Mar",11.4,1,16.6666666666667
"Manhattan","Manhattan",4,52.7,9.03,"Oct",42.2,1,7.59013282732448
"Manhattan","Manhattan",2.47,16.17,0,"May",7.2,1,15.2752009894867
"Manhattan","Manhattan",4.05,24.35,1.2,"Nov",16.3,1,16.6324435318275
"Manhattan","Manhattan",3.6,21.8,2.3,"May",14.2,1,16.5137614678899
"Manhattan","Manhattan",4.2,25.2,2.32,"Jun",17,1,16.6666666666667
"Manhattan","Manhattan",1.5,13.4,0.77,"Nov",7.9,1,11.1940298507463
"Manhattan","Manhattan",2.38,14.28,0.92,"May",7.9,1,16.6666666666667
"Manhattan","Manhattan",4.56,27.36,2.25,"Aug",16.3,1,16.6666666666667
"Manhattan","Manhattan",2.86,17.16,1.17,"May",9.3,1,16.6666666666667
"Manhattan","Manhattan",7.06,42.36,4.93,"Nov",30.3,1,16.6666666666667
"Manhattan","Manhattan",2.94,17.64,1.52,"Oct",10.7,1,16.6666666666667
"Manhattan","Manhattan",4.75,28.55,3.3,"Aug",19.8,1,16.6374781085814
"Manhattan","Manhattan",0,15.7,1.67,"Nov",10.7,1,0
"Manhattan","Manhattan",2.8,16.8,1.12,"Jun",10,1,16.6666666666667
"Manhattan","Manhattan",4.94,37.84,2.42,"Oct",28.9,1,13.0549682875264
"Manhattan","Manhattan",2.73,20.93,1.72,"Dec",14.2,1,13.0434782608696
"Manhattan","Manhattan",3.42,20.52,1.46,"Jul",12.1,1,16.6666666666667
"Manhattan","Manhattan",2.3,13.8,1.01,"Dec",6.5,1,16.6666666666667
"Manhattan","Manhattan",0,18,0.8,"Sep",16.5,1,0
"Manhattan","Manhattan",5.18,31.08,2.91,"Nov",21.9,1,16.6666666666667
"Manhattan","Manhattan",3.84,29.44,2.29,"May",19.1,1,13.0434782608696
"Manhattan","Queens",7,60.8,8.5,"Jan",34.5,1,11.5131578947368
"Manhattan","Manhattan",3.5,21,1.58,"Feb",13.5,1,16.6666666666667
"Manhattan","Manhattan",3.22,19.32,1.42,"Feb",12.1,1,16.6666666666667
"Manhattan","Manhattan",6.47,32.37,4.48,"Apr",21.9,1,19.9876428792091
"Manhattan","Manhattan",4.03,20.13,0.86,"Dec",12.1,1,20.019870839543
"Manhattan","Manhattan",4.84,29.04,2.67,"Jan",17.7,1,16.6666666666667
"Manhattan","Manhattan",6.24,37.44,2.5,"Oct",24.7,1,16.6666666666667
"Manhattan","Manhattan",2.5,24.9,2.19,"Jan",18.4,1,10.0401606425703
"Queens","Manhattan",0,61.94,11.12,"Aug",45,1,0
"Queens","Manhattan",11.99,71.93,9.86,"Dec",41.5,1,16.668983734186
"Brooklyn","Queens",9.74,59.69,9.39,"Feb",42.2,1,16.3176411459206
"Manhattan","Manhattan",6.38,38.28,2.24,"Jun",25.4,1,16.6666666666667
"Manhattan","Brooklyn",4.62,27.72,3.48,"Feb",19.1,1,16.6666666666667
"Manhattan","Manhattan",6.3,37.8,2.98,"Dec",27.5,1,16.6666666666667
"Manhattan","Manhattan",3,23,1.93,"Apr",13.5,1,13.0434782608696
"Manhattan","Queens",13.1,78.8,9,"Mar",46.4,1,16.6243654822335
"Manhattan","Manhattan",1.5,20.7,2.14,"Sep",14.2,1,7.2463768115942
"Manhattan","Manhattan",1.5,10.6,0.3,"Jan",5.1,1,14.1509433962264
"Manhattan","Manhattan",2.7,20.2,2.48,"Aug",13.5,1,13.3663366336634
"Manhattan","Manhattan",7.1,30.9,3.8,"May",19.8,1,22.9773462783171
"Manhattan","Queens",14.09,86.28,9.94,"Oct",52,1,16.330551692165
"Queens","Queens",3,52,11.48,"Apr",45,1,5.76923076923077
"Manhattan","Manhattan",2.1,12.6,0.9,"Oct",6.5,1,16.6666666666667
"Manhattan","Manhattan",2.72,16.32,1.23,"May",8.6,1,16.6666666666667
"Manhattan","Manhattan",10.5,63,10.8,"Jan",48.5,1,16.6666666666667
"Manhattan","Manhattan",1.5,14.1,1.47,"Dec",8.6,1,10.6382978723404
"Manhattan","Manhattan",0,14.3,0.98,"Sep",9.3,1,0
"Manhattan","Queens",17.29,105.49,12.5,"May",70.9,1,16.3901791639018
"Manhattan","Manhattan",8.2,49.2,4.3,"Jun",34.5,1,16.6666666666667
"Manhattan","Manhattan",2.3,13.8,0.85,"Oct",6.5,1,16.6666666666667
"Manhattan","Manhattan",3,18.1,0.8,"Feb",8.6,1,16.5745856353591
"Manhattan","Manhattan",6.05,26.35,1.8,"Jan",16.3,1,22.9601518026565
"Manhattan","Manhattan",5,34.1,4.56,"Feb",22.6,1,14.6627565982405
"Manhattan","Manhattan",3.02,18.12,0.92,"Aug",8.6,1,16.6666666666667
"Manhattan","Manhattan",0,12.6,1.05,"Nov",8.6,1,0
"Manhattan","Manhattan",2.3,13.8,0.7,"Aug",6.5,1,16.6666666666667
"Manhattan","Manhattan",5.55,27.95,3.2,"Jun",18.4,1,19.8568872987478
"Manhattan","Manhattan",2,18.8,1.76,"May",12.8,1,10.6382978723404
"Queens","Manhattan",4,80.04,9.79,"Dec",57.6,1,4.99750124937531
"Manhattan","Manhattan",2.84,21.74,1.5,"Nov",14.9,1,13.0634774609016
"Brooklyn","Queens",9.88,61.03,10.37,"Oct",42.9,1,16.1887596264132
"Manhattan","Manhattan",5.6,33.6,2.78,"May",24,1,16.6666666666667
"Manhattan","Manhattan",1,27.2,4.6,"Jul",21.2,1,3.67647058823529
"Manhattan","Manhattan",0,37.8,4.7,"Nov",33.8,1,0
"Brooklyn","Queens",10.42,64.27,11.48,"Jul",47.1,1,16.2128520304963
"Manhattan","Manhattan",0,16.8,2,"Nov",12.8,1,0
"Manhattan","Manhattan",7,42,6.66,"Sep",31,1,16.6666666666667
"Manhattan","Manhattan",4.6,27.7,3.7,"May",19.1,1,16.6064981949458
"Brooklyn","Manhattan",5.65,33.95,3.4,"Jun",23.3,1,16.6421207658321
"Manhattan","Manhattan",3.64,21.84,2.23,"Jun",14.2,1,16.6666666666667
"Queens","Manhattan",6.78,40.68,6.29,"Dec",28.9,1,16.6666666666667
"Manhattan","Manhattan",0,25.9,3,"Jul",21.9,1,0
"Manhattan","Manhattan",0.88,8.18,0.6,"Jan",5.8,1,10.757946210269
"Manhattan","Manhattan",3.36,20.16,2.14,"Mar",12.8,1,16.6666666666667
"Manhattan","Manhattan",2.38,14.28,1.13,"Sep",7.9,1,16.6666666666667
"Brooklyn","Manhattan",6.6,39.8,5.1,"Mar",28.2,1,16.5829145728643
"Manhattan","Manhattan",4.48,26.88,2.9,"Apr",18.4,1,16.6666666666667
"Manhattan","Manhattan",7.17,35.87,3.21,"Jul",24.7,1,19.9888486200167
"Manhattan","Queens",14.8,90.55,19.92,"Apr",70,1,16.3445610160133
"Manhattan","Manhattan",6.08,36.48,4.91,"Apr",25.4,1,16.6666666666667
"Manhattan","Manhattan",4.38,21.88,1.93,"Mar",13.5,1,20.018281535649
"Manhattan","Manhattan",2.16,12.96,0.62,"Aug",5.8,1,16.6666666666667
"Manhattan","Manhattan",5,25.6,3.11,"Mar",15.6,1,19.53125
"Manhattan","Manhattan",1.58,12.08,0.8,"Sep",6.5,1,13.0794701986755
"Manhattan","Unknown",9.82,60.17,9.98,"Jan",40.1,1,16.3204254611933
"Manhattan","Manhattan",3.78,22.68,0,"May",14.9,1,16.6666666666667
"EWR","Manhattan",17.15,102.9,13.66,"Feb",72,1,16.6666666666667
"Manhattan","Manhattan",5.18,31.08,0.84,"Mar",21.9,1,16.6666666666667
"Manhattan","Manhattan",3.75,16.35,0.7,"Nov",8.6,1,22.9357798165138
"Manhattan","Manhattan",3.14,18.84,1.23,"Dec",10.7,1,16.6666666666667
"Manhattan","Manhattan",2.1,10.5,0.33,"Aug",4.4,1,20
"Manhattan","Manhattan",3.3,19.8,0.66,"Nov",10,1,16.6666666666667
"Manhattan","Manhattan",3,24,2.3,"Aug",17,1,12.5
"Manhattan","Manhattan",2,19.5,2.7,"Feb",13.5,1,10.2564102564103
"Manhattan","Manhattan",5.8,34.8,4.43,"Sep",24,1,16.6666666666667
"Manhattan","Manhattan",1,14.3,1,"May",9.3,1,6.99300699300699
"Manhattan","Manhattan",2.8,16.8,1.1,"Feb",10,1,16.6666666666667
"Manhattan","Manhattan",3.44,20.64,1.57,"Dec",10.7,1,16.6666666666667
"Manhattan","Manhattan",1.54,16.94,1.6,"Oct",11.4,1,9.09090909090909
"Manhattan","Manhattan",3.64,21.84,0,"Apr",14.2,1,16.6666666666667
"Manhattan","Manhattan",0,17.1,2.5,"Feb",12.1,1,0
"Manhattan","Manhattan",0,13.3,1.08,"Jul",9.3,1,0
"Manhattan","Manhattan",8.12,48.72,7.86,"Mar",36.6,1,16.6666666666667
"Manhattan","Manhattan",2,22,1.3,"Mar",13.5,1,9.09090909090909
"Manhattan","Manhattan",3.75,18.75,1.32,"Mar",10,1,20
"Manhattan","Manhattan",0.76,19.66,2.29,"Sep",14.9,1,3.86571719226857
"Manhattan","Manhattan",5.46,32.76,2.84,"Jan",23.3,1,16.6666666666667
"Manhattan","Manhattan",3.72,22.32,1.88,"Jan",12.1,1,16.6666666666667
"Manhattan","Queens",10,70,8.9,"Apr",42.9,1,14.2857142857143
"Manhattan","Manhattan",2.24,13.44,0.92,"Feb",7.2,1,16.6666666666667
"EWR","Manhattan",19.44,116.64,12.39,"Mar",76.2,1,16.6666666666667
"Manhattan","Manhattan",2.63,20.13,1.2,"Aug",13.5,1,13.0650769995032
"Manhattan","Manhattan",2.45,14.75,0.8,"Sep",5.8,1,16.6101694915254
"Manhattan","Manhattan",2.1,12.6,0.88,"Mar",6.5,1,16.6666666666667
"Manhattan","Manhattan",0,14,0.93,"Jun",10,1,0
"Manhattan","Manhattan",1,17.1,1.65,"Apr",12.1,1,5.84795321637427
"Queens","Manhattan",5.99,35.94,3.88,"May",18.4,1,16.6666666666667
"Manhattan","Manhattan",0,17.2,1.3,"Jan",10.7,1,0
"Manhattan","Manhattan",2.5,18.6,1.9,"Jul",12.1,1,13.4408602150538
"Manhattan","Manhattan",2.4,22,2.16,"Jan",15.6,1,10.9090909090909
"Manhattan","Manhattan",3.98,23.88,2.78,"Mar",14.9,1,16.6666666666667
"Manhattan","Manhattan",3.56,21.36,1.43,"Jul",12.8,1,16.6666666666667
"Manhattan","Manhattan",2.35,14.25,1,"Sep",7.9,1,16.4912280701754
"Manhattan","Queens",20.14,100.69,16.11,"Jun",70,1,20.0019862945675
"Queens","Manhattan",6.55,32.75,4.26,"Dec",21.2,1,20
"Manhattan","Queens",11.69,71.89,9.98,"Aug",42.9,1,16.2609542356378
"Manhattan","Manhattan",3.15,15.75,0.79,"May",8.6,1,20
"Manhattan","Manhattan",2.8,16.8,1.44,"Jan",10,1,16.6666666666667
"Manhattan","Manhattan",1,13.3,0.6,"Nov",5.8,1,7.5187969924812
"Manhattan","Manhattan",2,16,1.3,"Jun",10,1,12.5
"Manhattan","Manhattan",3.08,18.48,1.02,"Dec",11.4,1,16.6666666666667
"Manhattan","Manhattan",3.3,19.7,1.9,"Jan",11.4,1,16.751269035533
"Manhattan","Manhattan",6.02,36.12,3.5,"Feb",26.1,1,16.6666666666667
"Manhattan","Manhattan",5.66,33.96,4.11,"Oct",23.3,1,16.6666666666667
"Unknown","Unknown",2.1,16.1,0.92,"Sep",10,1,13.0434782608696
"Manhattan","Manhattan",4.3,21.4,2.2,"Nov",12.1,1,20.0934579439252
"Manhattan","Manhattan",6.3,37.8,4.82,"Jul",27.5,1,16.6666666666667
"Manhattan","Manhattan",2.88,17.28,0.84,"Feb",7.9,1,16.6666666666667
"Manhattan","Queens",14.01,85.8,10.72,"Sep",54.1,1,16.3286713286713
"Manhattan","Manhattan",0,29,4.96,"Nov",24,1,0
"Manhattan","Manhattan",3.22,19.32,1.19,"May",12.1,1,16.6666666666667
"Manhattan","Manhattan",2.72,16.32,0.88,"Nov",8.6,1,16.6666666666667
"Manhattan","Manhattan",2,9.3,0.58,"Oct",5.8,1,21.505376344086
"Manhattan","Manhattan",1.01,11.11,0.31,"Nov",5.1,1,9.09090909090909
"Manhattan","Manhattan",3.08,18.48,1.01,"Jul",11.4,1,16.6666666666667
"Queens","Manhattan",3,36.45,4.3,"May",21.9,1,8.23045267489712
"Manhattan","Manhattan",4.76,28.56,2.22,"Nov",19.8,1,16.6666666666667
"Manhattan","Manhattan",4.68,28.08,3.27,"Dec",18.4,1,16.6666666666667
"Manhattan","Manhattan",4.1,20.5,1.46,"Jan",11.4,1,20
"Brooklyn","Queens",9.24,57.19,9.65,"Jul",38.7,1,16.156670746634
"Manhattan","Manhattan",3,30,3.1,"Dec",20.5,1,10
"Manhattan","Manhattan",2.42,18.52,1.91,"Feb",12.1,1,13.0669546436285
"Manhattan","Manhattan",6.22,37.32,4.95,"Mar",26.1,1,16.6666666666667
"Manhattan","Manhattan",4.48,26.88,1.92,"Nov",18.4,1,16.6666666666667
"Manhattan","Manhattan",2,15.6,0.86,"Nov",8.6,1,12.8205128205128
"Manhattan","Queens",11.35,69.84,9.35,"Dec",40.8,1,16.2514318442153
"Manhattan","Manhattan",2.8,16.8,1.2,"Apr",10,1,16.6666666666667
"Manhattan","Manhattan",7,42,6.79,"Aug",31,1,16.6666666666667
"Manhattan","Manhattan",2,18.5,1.6,"Aug",10,1,10.8108108108108
"Manhattan","Manhattan",1.82,10.92,0.52,"Jun",5.1,1,16.6666666666667
"Manhattan","Manhattan",4.55,22.75,2.46,"Aug",14.2,1,20
"Manhattan","Manhattan",1,21,1.26,"Oct",13.5,1,4.76190476190476
"Manhattan","Manhattan",3.84,23.04,1.97,"Nov",14.2,1,16.6666666666667
"Manhattan","Manhattan",4.98,29.88,2.53,"Jul",18.4,1,16.6666666666667
"Bronx","Manhattan",5,56.4,11.26,"Apr",46.4,1,8.86524822695035
"Manhattan","Manhattan",2,17.8,0.99,"Jun",9.3,1,11.2359550561798
"Manhattan","Manhattan",2.88,17.28,0.53,"Jun",7.9,1,16.6666666666667
"Manhattan","Manhattan",4.26,25.56,3.16,"May",19.8,1,16.6666666666667
"Manhattan","Manhattan",3.55,21.35,2.3,"Aug",12.8,1,16.6276346604215
"Manhattan","Manhattan",5.26,31.56,2.53,"Nov",19.8,1,16.6666666666667
"Manhattan","Manhattan",0,39.2,5.4,"Mar",35.2,1,0
"Manhattan","Manhattan",6.47,32.37,2.34,"Nov",21.9,1,19.9876428792091
"Manhattan","Manhattan",1.6,17.7,1.07,"Mar",12.1,1,9.03954802259887
"Manhattan","Manhattan",3.87,16.77,1.3,"Mar",7.9,1,23.0769230769231
"Manhattan","Manhattan",1,15,1.83,"Feb",10,1,6.66666666666667
"Manhattan","Manhattan",2.46,14.76,0.7,"Sep",5.8,1,16.6666666666667
"Manhattan","Manhattan",3.7,22.2,1.69,"Apr",13.5,1,16.6666666666667
"Manhattan","Manhattan",3.2,19.3,1.9,"Feb",12.1,1,16.580310880829
"Manhattan","Manhattan",2,19.1,2.2,"Mar",12.1,1,10.4712041884817
"Manhattan","Manhattan",7.98,47.88,8.15,"Mar",35.9,1,16.6666666666667
"Manhattan","Manhattan",7.76,46.56,7.51,"Sep",33.8,1,16.6666666666667
"Manhattan","Manhattan",2,15.6,0.93,"Aug",8.6,1,12.8205128205128
"Manhattan","Manhattan",2.98,14.88,1.02,"Dec",7.9,1,20.0268817204301
"Manhattan","Manhattan",4,22.5,1.6,"Dec",13.5,1,17.7777777777778
"Manhattan","Manhattan",4.4,26.5,2.6,"May",15.6,1,16.6037735849057
"Manhattan","Manhattan",2.74,16.44,0.52,"Jun",7.2,1,16.6666666666667
"Manhattan","Manhattan",4.7,23.6,2.2,"Jun",14.9,1,19.9152542372881
"Brooklyn","Manhattan",7.05,35.35,5.1,"May",23.3,1,19.9434229137199
"Brooklyn","Manhattan",6.2,31.1,3.6,"Mar",18.4,1,19.935691318328
"Manhattan","Manhattan",3,15.6,1.3,"Jan",8.6,1,19.2307692307692
"Manhattan","Queens",17.5,105.19,17.4,"Dec",70,1,16.6365624108756
"Manhattan","Manhattan",4.05,24.35,2.7,"Feb",16.3,1,16.6324435318275
"Manhattan","Manhattan",3.08,18.48,1.17,"Oct",11.4,1,16.6666666666667
"Manhattan","Manhattan",2.88,17.28,1.44,"Oct",7.9,1,16.6666666666667
"Manhattan","Manhattan",2.24,13.44,0.89,"May",7.2,1,16.6666666666667
"Manhattan","Manhattan",5.82,34.92,2.94,"Jul",22.6,1,16.6666666666667
"Manhattan","Manhattan",2,18.5,1.42,"Nov",10,1,10.8108108108108
"Manhattan","Manhattan",3.16,18.96,1.28,"Feb",9.3,1,16.6666666666667
"Manhattan","Queens",15,97.3,17.89,"May",70,1,15.4162384378212
"Manhattan","Manhattan",1.89,14.49,0.8,"Jan",8.6,1,13.0434782608696
"Queens","Manhattan",13.23,79.38,10.11,"May",50.6,1,16.6666666666667
"Manhattan","Manhattan",2.94,17.64,1.39,"Aug",10.7,1,16.6666666666667
"Manhattan","Manhattan",2.8,16.8,1.13,"Jul",10,1,16.6666666666667
"Manhattan","Manhattan",2.86,17.16,1.05,"Dec",9.3,1,16.6666666666667
"Manhattan","Manhattan",5.04,30.24,3.75,"Apr",21.2,1,16.6666666666667
"Manhattan","Manhattan",4.34,26.04,2.33,"Feb",17.7,1,16.6666666666667
"Manhattan","Manhattan",4.45,16.35,1.17,"Feb",7.9,1,27.217125382263
"Manhattan","Manhattan",1,14.7,0.9,"Dec",7.2,1,6.80272108843537
"Manhattan","Manhattan",0.2,20.2,1.3,"Nov",13.5,1,0.99009900990099
"Manhattan","Manhattan",1,16.7,1.64,"Dec",10.7,1,5.98802395209581
"Manhattan","Manhattan",5.7,28.5,2.9,"Oct",16.3,1,20
"Manhattan","Manhattan",0.01,14.01,0.5,"Jul",10,1,0.0713775874375446
"Queens","Manhattan",11.22,67.32,11.46,"Feb",47.1,1,16.6666666666667
"Queens","Manhattan",10,90.55,15.97,"Jul",70,1,11.0436223081171
"Manhattan","Manhattan",6.24,37.44,3.11,"Dec",24.7,1,16.6666666666667
"Manhattan","Manhattan",5.04,30.24,3.6,"Jun",21.2,1,16.6666666666667
"Manhattan","Manhattan",5,21.8,1.4,"Mar",12.8,1,22.9357798165138
"Manhattan","Manhattan",4.2,25.2,3.2,"Sep",17,1,16.6666666666667
"Manhattan","Queens",10.84,65.04,12.02,"Mar",49.2,1,16.6666666666667
"Manhattan","Manhattan",3.95,19.75,1.21,"Nov",9.3,1,20
"Manhattan","Manhattan",3,40.1,4.04,"Aug",33.1,1,7.48129675810474
"Manhattan","Manhattan",4.12,20.62,1.2,"Oct",10,1,19.9806013579049
"Manhattan","Manhattan",2.94,17.64,1.79,"Apr",10.7,1,16.6666666666667
"Queens","Manhattan",2.5,37.5,4.6,"Dec",31,1,6.66666666666667
"Manhattan","Manhattan",3.6,21.8,1,"Jul",14.2,1,16.5137614678899
"Manhattan","Manhattan",4,26.7,3.13,"Sep",17.7,1,14.9812734082397
"Manhattan","Manhattan",3.42,20.52,2.09,"Oct",12.1,1,16.6666666666667
"Manhattan","Manhattan",2,15.6,1.41,"Jan",8.6,1,12.8205128205128
"Manhattan","Manhattan",3.92,23.52,2.26,"Nov",15.6,1,16.6666666666667
"Queens","Queens",16.07,96.42,14.92,"Aug",77.6,1,16.6666666666667
"Manhattan","Manhattan",0,13.6,1.34,"Jun",8.6,1,0
"Manhattan","Manhattan",2,18.1,1.6,"Nov",12.1,1,11.0497237569061
"Manhattan","Manhattan",2,22,2.15,"Dec",13.5,1,9.09090909090909
"Manhattan","Manhattan",3.05,15.25,1.44,"Oct",10.7,1,20
"Manhattan","Manhattan",10.5,45.5,7.4,"May",31,1,23.0769230769231
"Manhattan","Manhattan",3,35.5,4.31,"Nov",27.5,1,8.45070422535211
"Manhattan","Manhattan",3.25,19.65,1.5,"Aug",11.4,1,16.5394402035623
"Manhattan","Manhattan",3.7,22.2,2.1,"Dec",13.5,1,16.6666666666667
"Manhattan","Manhattan",1.5,16.5,1.12,"Jun",10,1,9.09090909090909
"Manhattan","Manhattan",4.62,27.72,1.76,"Sep",19.1,1,16.6666666666667
"Manhattan","Brooklyn",2.85,17.15,1.7,"Sep",9.3,1,16.6180758017493
"Manhattan","Manhattan",5.94,35.64,4.01,"Mar",24.7,1,16.6666666666667
"Manhattan","Manhattan",2.24,13.44,1,"Apr",7.2,1,16.6666666666667
"Manhattan","Manhattan",2,18.1,1.92,"Nov",12.1,1,11.0497237569061
"Manhattan","Manhattan",4.26,25.56,2.52,"Aug",16.3,1,16.6666666666667
